filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00018.au,0.2700793147087097,0.07964064180850983,1537.5609195096463,2054.2241656656934,3495.4621967516446,0.056131935710139316,-252.51876831054688,104.93698120117188,15.316827774047852,42.67346954345703,6.762617588043213,21.623577117919922,-1.313277006149292,5.691933631896973,-16.619516372680664,12.161625862121582,-1.9679499864578247,1.969765067100525,-0.8889585137367249,7.771046161651611,2.386951446533203,1.7799876928329468,1.3449864387512207,3.637112855911255,4.9108076095581055,-2.6554038524627686,blues
blues.00019.au,0.25735950469970703,0.09763429313898087,1195.413398088498,1480.9442636776544,2235.2114839819565,0.05887114817143963,-236.68890380859375,138.40428161621094,-4.923574924468994,47.64771270751953,5.152376174926758,8.895283699035645,0.4828563630580902,-3.8016674518585205,-14.974891662597656,10.432586669921875,-0.35396185517311096,0.7883457541465759,1.7829304933547974,4.230210781097412,-0.47101688385009766,-6.105653762817383,-5.3870768547058105,-1.3430606126785278,-3.7227933406829834,-4.362499713897705,blues
blues.00020.au,0.30279943346977234,0.07535404711961746,1389.9522839792392,1911.3143994084123,3005.7401580338137,0.05256015080785604,-230.42657470703125,127.10052490234375,7.145354270935059,39.78431701660156,1.9449424743652344,17.40534019470215,-5.639429092407227,8.252129554748535,-18.104385375976562,13.842513084411621,-3.7609128952026367,2.571859836578369,-4.320805549621582,6.81239128112793,-6.159839153289795,-6.215454578399658,-4.511592388153076,-1.8506042957305908,-0.5394864082336426,1.5043970346450806,blues
blues.00021.au,0.3211421072483063,0.10111809521913528,1046.727506973602,1480.5791609888765,1831.1222607875386,0.04793735185274768,-264.678466796875,138.85833740234375,11.156023979187012,48.53825378417969,14.895923614501953,20.584367752075195,3.2051422595977783,1.262588381767273,-15.847021102905273,15.986576080322266,3.3616716861724854,-1.5137410163879395,1.8921548128128052,6.3119215965271,-0.9948620796203613,-2.41672420501709,-3.684751272201538,0.49939724802970886,5.050746917724609,-0.7867031693458557,blues
blues.00022.au,0.306441992521286,0.11343149840831757,1156.2023633789836,1497.7588839458651,2170.511875211639,0.05861340218653251,-233.85751342773438,136.17208862304688,3.271318197250366,48.93121337890625,8.685133934020996,13.979510307312012,5.354867935180664,0.39087018370628357,-13.5045747756958,16.85610580444336,5.1309380531311035,-2.231879711151123,3.9640331268310547,5.318362236022949,0.8122656941413879,-1.097914218902588,-4.539752006530762,-2.434786081314087,3.313448905944824,-0.6142794489860535,blues
blues.00023.au,0.28072091937065125,0.1019149050116539,1210.4571259435063,1498.05460931971,2522.5430798604393,0.052482675841718264,-227.26885986328125,137.73069763183594,-14.4934663772583,63.555702209472656,5.612640857696533,11.984640121459961,1.885551929473877,-1.863376259803772,-7.620555400848389,-2.447174310684204,-2.8867247104644775,-9.429529190063477,-10.92391300201416,3.5625574588775635,4.1377058029174805,0.09554380178451538,-2.9725446701049805,-1.3788752555847168,7.541175842285156,-3.0374629497528076,blues
blues.00024.au,0.2631080448627472,0.08696161210536957,1120.390980570654,1447.8526253613554,2325.127606938129,0.047297899937113,-274.3118591308594,130.41371154785156,-6.392800331115723,70.40501403808594,13.26914119720459,9.461283683776855,7.725640296936035,-1.247490644454956,-0.5775884389877319,-2.30258846282959,3.783147096633911,0.0848233699798584,-0.939436137676239,2.2965147495269775,4.2883782386779785,-1.661861777305603,-10.444594383239746,-6.7975335121154785,-1.0660518407821655,-1.5959948301315308,blues
blues.00025.au,0.290980726480484,0.08917960524559021,1109.7213787799803,1463.5390705223128,2243.744765715702,0.05172493288022446,-249.28939819335938,130.98703002929688,0.6773900985717773,66.68578338623047,17.89780616760254,4.623736381530762,6.5983076095581055,1.2490500211715698,1.4163894653320312,-1.5791419744491577,-0.9626629948616028,-3.571995735168457,-2.9279816150665283,4.596817970275879,7.478900909423828,-0.1831369251012802,-2.825326681137085,-2.678844451904297,0.7485470771789551,-0.5342602133750916,blues
blues.00026.au,0.27866607904434204,0.07693855464458466,1198.7544989943901,1573.0851135850253,2478.8266775408765,0.051987591911764705,-284.69732666015625,108.80518341064453,9.088286399841309,51.22273635864258,18.091760635375977,7.612257957458496,8.779500961303711,2.362828493118286,0.005785868037492037,2.250967025756836,4.205098628997803,-3.29331636428833,1.6082979440689087,2.6657819747924805,3.3244853019714355,3.2600784301757812,-4.558310508728027,0.4780188500881195,5.9297871589660645,3.2283406257629395,blues
blues.00027.au,0.2887045443058014,0.09572528302669525,1391.4439038360058,1494.8508338637516,2811.1413347462753,0.07235897288602941,-228.2506561279297,130.3444061279297,-23.291290283203125,70.1720962524414,1.1422709226608276,7.602448463439941,0.9099381566047668,1.9782512187957764,-6.167007923126221,-9.396023750305176,-2.562840700149536,-4.522894382476807,-0.2629503607749939,0.17933404445648193,-1.5074472427368164,1.4652518033981323,-6.9718475341796875,-8.322179794311523,4.23895263671875,0.9814861416816711,blues
blues.00028.au,0.2760108709335327,0.09958247095346451,1115.5411951585745,1398.5093835864968,2290.3194840847523,0.04802843217879257,-248.9867401123047,139.06719970703125,-16.282499313354492,57.117984771728516,20.19265365600586,10.188037872314453,4.543976306915283,0.33127933740615845,-7.877950191497803,-3.4479153156280518,-2.646488904953003,-2.8313825130462646,-0.902166485786438,-2.4017205238342285,2.5675032138824463,-5.855443954467773,-12.398049354553223,-7.310066223144531,-0.9439507126808167,-2.68737530708313,blues
blues.00029.au,0.28055399656295776,0.12466930598020554,1649.2877535717137,2190.221833196449,3761.610587388738,0.05292636174535604,-233.75082397460938,101.17827606201172,17.649765014648438,23.733781814575195,2.082030773162842,25.941926956176758,-16.958852767944336,15.098036766052246,-22.278717041015625,4.395124435424805,-23.20740509033203,-6.057173728942871,-5.0688581466674805,1.067393183708191,-5.7853684425354,-8.31113052368164,-11.38913631439209,-6.7279486656188965,-10.02558708190918,-14.0328950881958,blues
blues.00030.au,0.26312941312789917,0.1700301468372345,1378.9657770217902,2003.5852166131267,3015.0567683642125,0.03937580120452786,-206.96807861328125,117.79298400878906,23.23587989807129,28.297826766967773,-1.1239153146743774,18.862035751342773,-21.949682235717773,17.849985122680664,-25.585643768310547,2.12992525100708,-17.794416427612305,-8.01590347290039,-17.607276916503906,-8.139436721801758,-8.648126602172852,-15.528326034545898,-15.317337036132812,-9.663829803466797,-10.09868049621582,-17.8337345123291,blues
blues.00031.au,0.2536383867263794,0.15153230726718903,1331.036591235163,1973.6486463349372,2900.174129710478,0.04296723829334365,-221.8311309814453,110.83949279785156,18.6168212890625,30.920137405395508,3.2959229946136475,22.58736228942871,-20.416351318359375,12.11873722076416,-26.35049819946289,-4.367485523223877,-26.413198471069336,-13.045098304748535,-12.654766082763672,-1.8243436813354492,-7.258695125579834,-6.66108512878418,-14.686605453491211,-11.720062255859375,-11.023767471313477,-13.38840103149414,blues
blues.00032.au,0.27626824378967285,0.10115690529346466,1309.6646972851775,1883.0626115425891,2765.658276442773,0.03939318583107585,-288.8077087402344,105.89604187011719,18.77703857421875,23.710391998291016,5.711880683898926,25.549087524414062,-13.473759651184082,12.428972244262695,-11.942033767700195,1.5714256763458252,-15.63591194152832,-6.650615692138672,-11.713253021240234,-2.9383888244628906,-7.372580528259277,-15.69748306274414,-10.974153518676758,-10.889544486999512,-18.505475997924805,-19.103351593017578,blues
blues.00033.au,0.2608201205730438,0.13312429189682007,1430.5981943666884,2075.6524159896258,3246.7553673144835,0.04196988982681889,-239.03807067871094,108.6572036743164,34.15188980102539,30.23917007446289,-0.47574344277381897,27.29263687133789,-21.379398345947266,14.150508880615234,-24.510177612304688,-1.8840464353561401,-28.050291061401367,-11.2566499710083,-16.476930618286133,-7.637185096740723,-12.799121856689453,-15.357240676879883,-13.729804039001465,-7.397778511047363,-10.089319229125977,-13.291540145874023,blues
blues.00034.au,0.26211869716644287,0.13591797649860382,1536.7310781310048,2157.058611737131,3600.91989239672,0.04570040392801858,-217.23867797851562,105.79236602783203,15.617069244384766,25.25638198852539,-1.4402743577957153,30.1898193359375,-17.715219497680664,17.318172454833984,-27.20952606201172,4.33916711807251,-20.059492111206055,-10.695943832397461,-14.220666885375977,-5.156217575073242,-3.4732658863067627,-6.189413070678711,-15.32692813873291,-6.845921039581299,-9.827670097351074,-13.943093299865723,blues
blues.00035.au,0.2882498800754547,0.17330875992774963,1507.1047290270294,2096.7176285148644,3405.4127412683824,0.045430186363196595,-171.81019592285156,120.28062438964844,15.327536582946777,21.090450286865234,-5.419296741485596,24.189464569091797,-24.138221740722656,18.55198097229004,-22.34890365600586,1.3031777143478394,-20.763931274414062,-4.988852024078369,-17.118925094604492,-7.886534214019775,-15.308929443359375,-9.351312637329102,-8.91386604309082,-8.525090217590332,-14.333635330200195,-19.93372344970703,blues
blues.00036.au,0.23319606482982635,0.1977485865354538,1247.4080157461028,1907.705671481241,2621.5758143563758,0.03690378289473684,-200.1960906982422,116.34013366699219,18.006210327148438,25.313560485839844,0.2917344272136688,24.19247817993164,-22.255908966064453,11.18642520904541,-26.848731994628906,-7.6384596824646,-24.889928817749023,-12.015524864196777,-17.017955780029297,-8.120277404785156,-11.956442832946777,-12.609148979187012,-14.181589126586914,-8.206692695617676,-15.028045654296875,-10.327058792114258,blues
blues.00037.au,0.24868349730968475,0.06912996619939804,1188.1011590036376,1682.7073902573402,2339.3941873367357,0.04816032858455882,-328.6808776855469,102.71112823486328,19.895551681518555,26.732681274414062,7.1514811515808105,22.704801559448242,-6.9743266105651855,12.781991958618164,-10.725780487060547,-0.4336611032485962,-12.373165130615234,-8.90705394744873,-9.240108489990234,-9.106372833251953,-9.001112937927246,-7.636346340179443,-7.189153671264648,-9.366815567016602,-4.469685077667236,-3.6831247806549072,blues
blues.00038.au,0.2658964693546295,0.16808560490608215,1513.5200524560835,2140.7028235625085,3449.8458059210525,0.044378038530379256,-192.69381713867188,111.18816375732422,21.373310089111328,26.39214324951172,-0.6483752131462097,23.480880737304688,-25.470796585083008,16.924428939819336,-16.979984283447266,5.790150165557861,-25.725244522094727,-5.045351982116699,-17.632244110107422,-7.9208664894104,-15.15027904510498,-12.345927238464355,-17.235107421875,-7.781933307647705,-13.042012214660645,-17.948871612548828,blues
blues.00039.au,0.2553582489490509,0.0858374685049057,1151.3780295675617,1709.3165900085075,2312.5276831281444,0.03533878857875387,-301.7071533203125,111.53472137451172,21.896408081054688,16.14818000793457,8.196240425109863,22.08507537841797,-8.614953994750977,1.4815572500228882,-17.084373474121094,-8.345808982849121,-17.013063430786133,-10.5756196975708,-15.689096450805664,-12.605565071105957,-12.25390338897705,-14.553243637084961,-10.102510452270508,-5.785534381866455,-7.775144100189209,-7.186196327209473,blues
blues.00040.au,0.3977935314178467,0.13483501970767975,2272.517619456158,2356.8453845327094,5108.277444278493,0.09765700585332818,-110.2843246459961,90.70560455322266,-2.528311014175415,74.052734375,-11.746769905090332,39.214576721191406,-13.174300193786621,20.531587600708008,-17.1676082611084,12.827254295349121,-21.434446334838867,5.952132225036621,-8.032604217529297,4.243276119232178,-16.482641220092773,6.545287132263184,-5.693635940551758,-3.637852191925049,-4.857603073120117,1.8532673120498657,blues
blues.00041.au,0.38709408044815063,0.12912002205848694,2390.7715761728705,2463.3748156248685,5403.758990875339,0.10228887504837461,-107.18975067138672,88.47057342529297,-4.177787780761719,55.48548889160156,-8.010379791259766,38.416542053222656,-6.4025750160217285,28.576522827148438,-19.82078742980957,13.252738952636719,-19.239791870117188,12.076225280761719,-4.583087921142578,3.7897160053253174,-16.99370002746582,11.624960899353027,-7.362244129180908,-3.6578149795532227,-7.179123401641846,1.9747294187545776,blues
blues.00042.au,0.3776853680610657,0.1109512597322464,2302.075648259958,2367.7204429843246,5188.535292303599,0.09786448759191177,-159.56771850585938,69.78482055664062,-4.391880035400391,76.85114288330078,3.9159085750579834,45.16753387451172,-4.8673529624938965,32.20051574707031,-9.796340942382812,7.812511444091797,-21.826967239379883,9.682439804077148,-2.5915892124176025,3.3045382499694824,-14.970441818237305,10.232261657714844,-4.089529991149902,-5.850758075714111,-2.4700005054473877,6.661131381988525,blues
blues.00043.au,0.3990493714809418,0.12724722921848297,2155.6312962076504,2372.2914029216413,5011.978026587896,0.08716538373161764,-109.19499969482422,100.6270523071289,-8.620549201965332,47.364219665527344,-6.559237003326416,39.620792388916016,-8.523994445800781,29.56473731994629,-16.583515167236328,13.170684814453125,-24.209320068359375,6.591902732849121,-8.641899108886719,4.917565822601318,-15.44278335571289,1.5376118421554565,-6.7392730712890625,1.4151817560195923,-3.9658138751983643,3.287877321243286,blues
blues.00044.au,0.3901600241661072,0.13617800176143646,2279.2655430872524,2375.084795360653,5198.476898854731,0.09257049088138544,-109.53234100341797,86.92649841308594,-8.624987602233887,64.489501953125,-6.306033134460449,43.645816802978516,-8.293102264404297,28.54642677307129,-14.081589698791504,8.13663387298584,-21.49042510986328,11.086614608764648,-5.094466686248779,3.9787702560424805,-12.864774703979492,12.342426300048828,0.020586645230650902,-0.7392393350601196,-5.130450248718262,3.3071303367614746,blues
blues.00045.au,0.42972078919410706,0.14830446243286133,1739.0461610043799,2290.4006080425074,4551.180812965606,0.048051863631965945,-163.24313354492188,89.7848892211914,12.977457046508789,80.6924819946289,3.6667749881744385,39.7451286315918,-5.400378704071045,26.49867057800293,-13.163737297058105,2.7070133686065674,-20.552906036376953,6.0071892738342285,-2.9081320762634277,-0.4348351061344147,-17.545372009277344,4.154168128967285,-5.990098476409912,-7.862035751342773,-8.565295219421387,1.8571712970733643,blues
blues.00046.au,0.38791003823280334,0.10253710299730301,1912.443629174893,2361.3904725330235,4776.687782689145,0.05842595056114551,-182.66500854492188,90.68653106689453,14.118145942687988,67.5545883178711,2.687610387802124,38.43161392211914,-8.420626640319824,24.123554229736328,-13.787511825561523,4.844969272613525,-16.67662239074707,5.823078155517578,-5.149289131164551,0.19378836452960968,-14.486602783203125,6.86480188369751,-4.444831371307373,-2.98687744140625,-4.821169376373291,5.3993239402771,blues
blues.00047.au,0.33643755316734314,0.11219596117734909,2013.3644492249487,2310.2563468091757,4849.570675309597,0.07534497145897832,-149.9758758544922,93.64075469970703,6.336243629455566,71.51114654541016,-8.113178253173828,36.21202087402344,-9.784972190856934,17.641597747802734,-21.11900520324707,-0.12590305507183075,-22.200990676879883,5.435663223266602,-7.467779636383057,-4.332964897155762,-12.409764289855957,9.624794006347656,-5.024240016937256,-3.706313133239746,2.3359405994415283,4.162243843078613,blues
blues.00048.au,0.3794104754924774,0.12392562627792358,2148.749819545132,2204.352412830615,4673.621739248742,0.09881232766544118,-106.34815216064453,102.64147186279297,-20.172256469726562,59.37520980834961,-9.967276573181152,33.706119537353516,-14.182172775268555,23.516733169555664,-13.329083442687988,16.02606773376465,-18.923175811767578,7.831765174865723,-7.800382137298584,4.050436019897461,-11.348729133605957,2.071760892868042,-5.742273807525635,0.46529677510261536,-1.916792869567871,-3.131753444671631,blues
blues.00049.au,0.27759212255477905,0.0885634496808052,1318.6237038958993,1904.407867464301,3046.8565760751258,0.03997292533378483,-255.9738311767578,110.82752227783203,21.4605712890625,67.588134765625,4.28831148147583,43.11846160888672,-4.508347988128662,10.442597389221191,-8.718591690063477,1.6548900604248047,-20.58778953552246,-2.4306740760803223,-7.144061088562012,-11.172762870788574,-12.612457275390625,2.741722583770752,-8.942420959472656,-7.946156978607178,-2.353834390640259,-0.7147953510284424,blues
blues.00050.au,0.4009089469909668,0.18233932554721832,1945.620793752329,2082.176476970467,4175.766416378435,0.08580598152089783,-83.00167846679688,107.06743621826172,-25.323680877685547,57.122074127197266,0.08129873126745224,34.70890426635742,-11.047215461730957,20.533279418945312,-11.2201509475708,14.839781761169434,-10.229966163635254,12.54285717010498,-9.772625923156738,2.560520887374878,-6.298748970031738,3.008488655090332,-8.717000961303711,-0.3252461850643158,-2.9847347736358643,0.7146170139312744,blues
blues.00051.au,0.3937113285064697,0.19665054976940155,1977.1089041738976,1927.4390139939492,3942.8761579672987,0.1066270952254257,-55.59663009643555,114.95121765136719,-37.06935119628906,64.90438079833984,-7.164943218231201,15.254701614379883,-16.23533058166504,18.64357566833496,-9.752285957336426,21.46538734436035,-5.652097702026367,12.784239768981934,-16.537031173706055,3.797079086303711,-7.895241737365723,8.477640151977539,-4.067899227142334,3.2060177326202393,-5.180142402648926,-1.2800463438034058,blues
blues.00052.au,0.3390606939792633,0.09887826442718506,1443.2688623562497,1670.2395753061137,3069.306440323868,0.06719384916795666,-225.30030822753906,117.64151763916016,-14.544607162475586,64.80238342285156,12.931656837463379,19.02923583984375,10.688533782958984,9.883125305175781,-2.3828370571136475,11.688009262084961,1.5453439950942993,3.0493671894073486,-7.628482818603516,-8.961091995239258,-4.351271152496338,-0.06528470665216446,-2.5532407760620117,-3.436927080154419,-3.8674521446228027,1.3170225620269775,blues
blues.00053.au,0.4124908745288849,0.16826628148555756,2171.15861919452,1954.1375650013156,4237.0993788397345,0.13280229598006965,-76.75776672363281,105.77047729492188,-43.20883560180664,60.95010757446289,-8.791272163391113,21.246782302856445,-12.877674102783203,18.6212158203125,-11.399116516113281,14.550057411193848,-6.057422161102295,12.740340232849121,-9.374366760253906,1.3606244325637817,-3.6204464435577393,7.00457763671875,-4.0630011558532715,-0.2688594460487366,-3.7049412727355957,-0.49661150574684143,blues
blues.00054.au,0.45287561416625977,0.20081737637519836,2030.372529058658,1987.0908589584049,4062.6921001233554,0.10338599615421827,-58.0010986328125,109.01412200927734,-36.218387603759766,64.04035949707031,1.4301568269729614,26.31511878967285,-17.482681274414062,20.43101692199707,-9.543071746826172,18.177133560180664,-6.0571441650390625,13.878273010253906,-11.297564506530762,4.668999195098877,-6.41060209274292,3.2177248001098633,-8.079231262207031,-1.7114851474761963,-5.4247660636901855,-2.5814132690429688,blues
blues.00055.au,0.43283751606941223,0.1577526181936264,2032.1200139179848,1976.2784101361829,4023.509003724845,0.11316673822078173,-98.69757080078125,104.80117797851562,-35.10866928100586,60.695045471191406,-2.839326858520508,22.231002807617188,-7.837456703186035,19.03072166442871,-11.578803062438965,17.021759033203125,-5.3873515129089355,12.199110984802246,-9.960819244384766,0.3587879240512848,-4.261345386505127,6.137922286987305,-4.830240249633789,1.499523639678955,-1.4942469596862793,3.505638360977173,blues
blues.00056.au,0.391031414270401,0.13766218721866608,1810.9603364938796,2052.043015230006,3927.2429191660217,0.07547951335139319,-145.42918395996094,102.85956573486328,-12.542131423950195,56.96205139160156,2.2472622394561768,26.607046127319336,-4.267034530639648,17.337631225585938,-7.997035503387451,15.23212718963623,-6.937477111816406,7.460383415222168,-10.4683256149292,-2.3522398471832275,-6.785084247589111,2.6685791015625,-4.779871463775635,-0.9447565674781799,0.030942745506763458,-2.0021631717681885,blues
